ship_id,year,ship_type,age,ism_score,crew_exp,k4k,dp_ops,weather_risk,failed_audit,mu,accidents
62,4,offshore,25,84.24535655729264,9.921377593656239,1,1,0,0,0.01841377304753069,0
62,5,offshore,18,94.65990302186506,10.271756153835181,1,1,0,0,0.010925187087239045,0
63,1,offshore,23,72.76810584807193,6.300466791112214,1,1,0,0,0.031685153734995815,0
63,2,offshore,5,82.3621953625056,14.51979140879312,1,1,0,0,0.010476020367556632,0
63,3,offshore,26,90.16512023689135,11.066751854975525,1,1,0,0,0.014420322234151227,0
63,4,offshore,19,76.7211116364327,1.7874309790866025,1,1,0,0,0.03191719276490979,0
63,5,offshore,27,87.61216675597322,8.97258479477451,1,1,0,0,0.01786244033092504,0
64,1,offshore,24,63.05131371420077,23.344239301247196,1,1,0,0,0.019370423365106106,0
64,2,offshore,25,93.78851733375498,6.427007949992126,1,0,0,0,0.010525561999827676,0
64,3,offshore,6,82.92761314538959,16.375254227262076,1,1,0,0,0.00954985630259171,0
64,4,offshore,19,58.17262854904712,9.902584195786364,1,1,1,0,0.1351768701196038,0
64,5,offshore,17,67.13103565223896,10.94727317294424,1,1,0,0,0.02713448348995193,0
65,1,offshore,22,61.939676189996014,15.437293103195778,1,1,0,0,0.028731726270388707,0
65,2,offshore,4,93.75889995680464,11.771527497918544,1,1,0,0,0.007905963954442584,0
65,3,offshore,29,88.77609067043053,7.577718144212584,1,1,0,0,0.01913858009974064,0
65,4,offshore,17,82.71755427269255,14.489747065661707,1,1,1,0,0.04373521120920177,0
65,5,offshore,18,50.722783924145276,19.77211031418991,1,1,0,0,0.031621976126651345,0
66,1,offshore,29,86.77076639070134,14.114327585868335,1,1,1,0,0.04915910486926083,0
66,2,offshore,3,92.8610202509531,6.441457175919118,1,1,1,0,0.03465862843095713,0
66,3,offshore,25,85.85066287361175,7.0112295710199755,1,1,0,0,0.020134214862083725,0
66,4,offshore,28,58.411149827380775,1.4750958003341053,1,1,0,0,0.07367107443412817,0
66,5,offshore,5,53.07589401394814,19.810236219618574,1,1,0,0,0.022411790399697505,0
67,1,offshore,4,94.19222916571832,19.836683751013126,1,1,0,0,0.0052027798570028075,0
67,2,offshore,24,62.43435988096341,11.368454262268145,1,1,1,0,0.11959726460209157,0
67,3,offshore,9,83.20482431755727,17.909306272658686,1,1,0,0,0.009300992493857626,0
67,4,offshore,16,78.38152120214532,14.190550444738161,1,1,0,0,0.015254499590838152,0
67,5,offshore,9,54.143014373711395,15.377070091609157,1,0,0,0,0.019568013548437117,0
68,1,offshore,10,70.28089137225109,17.12934493005408,1,0,0,0,0.010396371327543322,0
68,2,offshore,25,56.9672875668974,23.67367021079391,1,1,0,0,0.024051965134816347,0
68,3,offshore,28,78.23689573029257,10.254724308775554,1,1,1,0,0.07878540098272283,0
68,4,offshore,6,93.96531294975246,3.445434420950483,1,1,0,0,0.012387620221731325,0
68,5,offshore,15,86.77635401150695,13.305433462282625,1,1,0,1,0.023460337175171816,0
69,1,offshore,13,54.112616884929935,5.7824880752032195,0,1,1,0,0.21804234439031542,0
69,2,offshore,16,91.00257283310356,9.516659937907548,1,1,0,0,0.012389288057442239,0
69,3,offshore,18,86.22906433230483,20.75161132100242,1,1,1,0,0.028851369494321398,0
69,4,offshore,14,63.11730834156753,19.49782074173324,1,1,0,0,0.01917789761294186,0
69,5,offshore,5,79.9908371387076,19.89728864205599,1,1,0,0,0.008699030189924645,0
70,1,bulk,28,56.497443446015026,19.81569660854453,0,0,0,0,0.018166149195506676,0
70,2,bulk,7,52.527923480634755,12.786297505195964,0,0,1,0,0.0647130629799798,0
70,3,bulk,6,55.034627744710576,13.394185317246665,0,0,0,1,0.034186609833113266,0
70,4,bulk,4,63.013435083317745,8.435365007739255,0,0,0,0,0.015808010428122778,0
70,5,bulk,25,87.26525730528542,6.1854427898743936,0,0,0,0,0.011521318868220682,0
71,1,offshore,17,54.61555831626154,10.42553783851399,1,1,0,0,0.04316085050196139,0
71,2,offshore,23,70.78295665737997,10.948385555603014,1,1,0,0,0.02692169637463656,0
71,3,offshore,16,55.2898085067599,4.966827763430978,1,1,0,0,0.05428622942749735,0
71,4,offshore,17,68.63904165073237,18.577932755504044,1,1,1,0,0.05835191535260655,0
71,5,offshore,11,61.0408541374795,2.385571821402813,1,1,0,0,0.04569764629125666,0
72,1,offshore,15,83.92392832266162,21.91524211303681,1,1,0,0,0.008370015045387797,0
72,2,offshore,1,78.41385145482694,13.780097593983562,1,1,0,0,0.011522084653065142,0
72,3,offshore,7,55.14285964990908,19.355223339022654,1,1,0,0,0.02219781863318948,0
72,4,offshore,27,71.3414759439629,14.456279078534799,1,0,0,0,0.01608664889875881,0
72,5,offshore,1,70.92748617352899,21.980096371768624,1,1,0,0,0.009937231336757935,0
73,1,offshore,9,89.71519445475562,12.191434147364083,1,1,0,0,0.009856703338475145,0
73,2,offshore,22,71.56670404615419,5.361359037475756,1,1,0,0,0.03394877210123177,0
73,3,offshore,22,69.50625047400355,24.93237649367081,1,1,0,0,0.013714006566899717,0
73,4,offshore,4,70.89073338826512,18.345706053731313,0,1,0,0,0.016269534464614203,0
73,5,offshore,28,78.43949061782851,3.288918454553407,1,1,0,0,0.03337900750707978,0
74,1,offshore,7,80.48630366705628,19.204045141993376,1,1,0,0,0.009212234094422221,0
74,2,offshore,6,83.74900093034319,22.797483728807748,1,1,0,0,0.0067306118946696605,0
74,3,offshore,10,63.81070309375565,10.959309169601877,1,1,0,0,0.026480674749496023,0
74,4,offshore,12,82.59549828482929,18.898081097827024,1,1,0,0,0.00960235887197914,0
74,5,offshore,17,62.2375717738302,17.616614139065394,1,1,0,1,0.04646082851010159,0
75,1,offshore,26,62.530589586810784,16.71301780855118,1,1,0,0,0.028603633437227563,1
75,2,offshore,26,81.45269728193236,9.840333131064432,1,0,0,0,0.013941837583576273,0
75,3,offshore,5,78.3517945315992,21.594889462026487,1,1,0,0,0.008462951562893312,0
75,4,offshore,13,87.14370488557766,21.276912346125496,1,1,0,0,0.007417781258372235,0
75,5,offshore,27,86.29992738620675,21.5925585041735,0,1,1,0,0.042420421916495435,0
76,1,offshore,27,88.21305524757669,10.744283240946654,1,0,0,0,0.01073043593256302,0
76,2,offshore,17,84.3036181025432,1.9345124005039747,1,1,0,0,0.023345471502443073,0
76,3,offshore,25,53.119774867449415,16.31973375500384,1,1,0,0,0.03974867355552429,0
76,4,offshore,11,91.81127840069583,9.205726674531768,1,1,0,0,0.011068178631286004,0
76,5,offshore,20,92.29693063864201,13.096090326311824,1,1,1,0,0.03560756767167192,0
77,1,offshore,12,72.51617507970023,17.581215437219747,1,1,0,0,0.014594261147200457,0
77,2,offshore,15,59.18749516257093,2.016214690537212,1,0,0,0,0.03606714044226996,0
77,3,offshore,27,81.48378063299548,21.11571939972742,1,1,0,1,0.024289325811910498,0
77,4,offshore,5,87.52063779134723,16.421862647767217,1,1,0,0,0.007952130052384244,0
77,5,offshore,26,53.8054420143757,15.56432693296334,1,1,1,0,0.13650325518240575,1
78,1,offshore,21,86.00330444345906,22.229999030108505,1,1,0,0,0.008637728748748224,0
78,2,offshore,15,88.13245687571182,2.4974576463586535,1,1,0,0,0.019072479001800213,0
78,3,offshore,19,74.83447113895335,19.945826125926054,1,0,0,0,0.009218916208945193,0
78,4,offshore,15,56.62740035984409,24.35384314989516,1,1,0,1,0.038787735794519225,0
78,5,offshore,8,59.88680556761302,1.492499553503805,1,1,0,0,0.04685661089625176,0
79,1,offshore,4,56.611486561269686,9.223483516540517,1,1,1,0,0.10941840082470784,0
79,2,offshore,5,71.53232523151829,19.73334464529313,0,1,0,0,0.015141762634857376,0
79,3,offshore,10,87.00715450334094,2.3674894479368387,1,1,0,0,0.018067782845193024,0
79,4,offshore,15,58.96606794837413,2.079074598197227,1,1,0,0,0.05405430399956835,0
79,5,offshore,13,83.3738653326219,12.821657698079143,1,1,0,0,0.012917553301037483,0
80,1,offshore,4,68.7265415438273,13.33241762983835,1,1,1,0,0.05830602562218833,0
80,2,offshore,14,79.01353618595684,6.515841419142842,1,1,0,0,0.021041347731895917,0
80,3,offshore,3,59.84194101456124,5.388106716851611,1,1,0,0,0.03494872570953689,0
80,4,offshore,14,61.375929980709785,23.5334790409906,1,1,1,0,0.05530834368948156,1
80,5,offshore,21,89.33322979873333,6.992054865765524,1,1,0,0,0.016469159204058302,0
81,1,offshore,22,61.941655022088895,14.304099384168277,1,1,0,0,0.030404553518882924,0
81,2,offshore,27,60.716599414956335,22.802429245105007,1,1,0,0,0.0229324476864806,0
81,3,offshore,17,81.68374720946025,23.44413008143584,1,1,0,0,0.008728710261593052,0
81,4,offshore,17,72.9761340856802,15.763099372988796,1,0,1,0,0.03868436902697249,0
81,5,offshore,20,91.77725775363383,24.91355904829733,1,1,0,0,0.006048881054028533,0
82,1,offshore,25,77.37437750034972,7.74519400400534,1,1,0,0,0.026111931782174032,0
82,2,offshore,17,59.48516522096097,14.354948939810953,1,1,1,0,0.09928823148336469,0
82,3,offshore,19,73.61310369476445,19.60585724403878,0,1,0,0,0.018746438495422898,0
82,4,offshore,28,76.87815891590611,16.681203963488336,1,1,0,0,0.01804664001596386,0
82,5,offshore,17,62.67272189475343,24.12064769070491,1,1,0,0,0.016414705799496342,0
83,1,offshore,3,56.401485789956695,8.515916843914649,1,1,0,0,0.033713806238775124,1
83,2,offshore,6,52.78138073101502,3.2166526746730844,1,1,0,0,0.05296198116654702,0
83,3,offshore,26,50.22619486744114,2.4423138490760836,1,1,1,0,0.2981875843547411,0
83,4,offshore,27,52.502248475620725,1.1650710932715835,1,1,0,0,0.0901904032849649,1
83,5,offshore,23,63.448571086656386,3.5693722853004655,1,1,0,0,0.05032926296763583,0
84,1,offshore,21,83.07166313277024,13.75491794054333,1,1,0,0,0.014621618786573596,0
84,2,offshore,25,67.55541056097526,9.523159546091502,0,1,0,0,0.04325695077575981,0
84,3,offshore,8,79.56637242053483,22.561275198016837,0,1,0,0,0.010536743024092627,0
84,4,offshore,13,53.40474967568499,9.676993570096926,1,1,0,0,0.043152457216458225,0
84,5,offshore,19,79.64229374271599,13.775005022834907,1,1,0,0,0.015823952084446324,0
85,1,offshore,26,85.71067945424608,1.7626836245757866,1,1,0,0,0.026836081773551835,0
85,2,offshore,22,60.19347317162476,15.735287351805583,1,1,0,0,0.030090796184201355,0
85,3,offshore,13,85.72682236369842,4.799293602534744,1,1,0,0,0.01776716011820802,0
85,4,offshore,3,59.955741340072876,10.143790568041599,1,1,0,0,0.027443100917695758,0
85,5,offshore,6,80.56396180405262,2.8376382024049356,1,1,0,0,0.020412239689691306,0
86,1,offshore,18,93.70179083157285,14.492531465548602,1,1,0,0,0.009148281309342263,0
86,2,offshore,12,81.2000819180618,16.557661537170326,1,0,0,0,0.007597880562096095,0
86,3,offshore,7,61.490136819345985,3.5409836371151036,1,1,0,0,0.03919508312518068,0
86,4,offshore,4,75.03476032656857,1.699724464530136,1,1,1,0,0.08364255689425118,0
86,5,offshore,8,72.60922792248694,18.55567263287478,1,1,1,0,0.04246366079474258,0
87,1,offshore,25,62.8564817320144,3.192978516649821,1,1,0,0,0.054496119240041344,0
87,2,offshore,23,87.48183720084026,13.967116762967374,1,1,0,0,0.012903971585183933,0
87,3,offshore,8,74.63621704380434,7.585230524862099,1,1,1,0,0.06845839279055523,0
87,4,offshore,4,64.5955613462775,6.613526355332883,1,1,0,0,0.028395603137967004,0
87,5,offshore,23,61.96678027844534,24.76797529104756,1,1,0,0,0.018366331977501846,0
88,1,offshore,23,52.956145242034665,22.290863613368764,1,1,0,0,0.028495523787238613,0
88,2,offshore,15,84.07773402239754,22.551151524346924,1,0,0,0,0.005405824654512268,0
88,3,offshore,2,53.456334848117656,6.639862660832598,1,1,0,1,0.0810276477157215,0
88,4,offshore,25,68.88323222630646,2.214939334457779,1,0,0,0,0.03106541629935165,0
88,5,offshore,12,64.11679304234293,6.948960609482167,1,0,0,0,0.022336441485366343,0
89,1,offshore,15,62.21714011442201,22.701838993781564,1,1,0,0,0.017202649717342686,0
89,2,offshore,29,64.28995609412758,7.22532161783671,1,0,0,0,0.030763863395869322,0
89,3,offshore,23,59.500667415111685,19.059240102075865,1,1,0,0,0.026636165945488736,0
89,4,offshore,19,59.7312737683938,6.006120825785217,1,1,0,1,0.09433522443601589,0
89,5,offshore,16,57.708273101975166,20.856557315827494,1,1,0,0,0.02253653690513141,0
90,1,offshore,20,90.30604749199775,8.134892902751837,1,1,0,0,0.014736080931979856,0
90,2,offshore,4,54.7516195689488,2.0870714467138587,1,0,0,0,0.03368642784715594,0
90,3,offshore,9,57.02906785687697,24.722103855123546,1,1,1,0,0.05490655340442428,0
90,4,offshore,21,84.56024458909442,11.424675955389226,1,1,0,0,0.01559441629841104,0
90,5,offshore,11,62.552213423306455,4.100186685834649,1,1,0,0,0.03978215619206921,0
91,1,offshore,1,79.34418778467428,19.74206455326617,1,0,0,0,0.005548932011357629,0
91,2,offshore,11,88.10992509930287,8.783905056436431,1,1,0,0,0.01286760159111424,0
91,3,offshore,6,56.45279165049016,1.4412674116383348,1,1,0,1,0.102498093728323,0
91,4,offshore,22,55.89381843473783,15.543927214504611,1,1,0,0,0.035313851228098436,0
91,5,offshore,8,55.68738900825502,1.6682537818579215,1,1,0,0,0.0538005653028426,0
92,1,offshore,4,57.85912336533483,8.102368706478787,1,1,0,1,0.06719289588014384,0
92,2,offshore,24,66.32391201796185,14.120711879112157,1,1,0,0,0.02739560952929886,0
92,3,offshore,13,63.200903964845445,13.611287376541437,1,1,0,1,0.050661146287261545,1
92,4,offshore,13,62.237955172918944,6.229393111041856,1,0,0,0,0.025228068205919517,0
92,5,offshore,13,87.67683532123289,4.056867362749146,1,1,0,0,0.01722260344064887,0
93,1,offshore,27,68.09122475997083,18.494540802523773,0,1,0,0,0.028214481436649355,0
93,2,offshore,22,54.14444393898154,20.566631946173437,1,1,1,0,0.09696675073448222,0
93,3,offshore,2,77.32108763976096,10.32943234903712,1,1,0,0,0.014513011532766157,0
93,4,offshore,24,68.21262787233464,3.1035960686716786,1,1,0,0,0.044484174647206776,0
93,5,offshore,2,80.26282682031422,17.37260054212237,1,1,0,0,0.00920665243180827,0
94,1,offshore,13,61.55345733393911,20.298296071206227,1,1,0,1,0.03841582441066363,0
94,2,offshore,28,69.93651678519288,15.810542666287752,1,1,0,0,0.0240335328724307,0
94,3,offshore,11,62.50303234429545,19.516289487963704,1,1,0,0,0.018436541983509233,0
94,4,offshore,10,86.90303759250422,1.9978950363182504,1,1,0,0,0.01847196563059251,0
94,5,offshore,8,74.5147502142255,4.256519627014703,1,1,1,0,0.08119982078902702,0
95,1,offshore,12,66.13797118791162,22.872140561887136,1,1,0,0,0.014003667496030717,0
95,2,offshore,22,78.26537890596073,23.335419432447036,1,1,0,0,0.010932019432580181,0
95,3,offshore,11,93.61948155278805,10.06814112945248,1,1,0,0,0.009950933522854193,1
95,4,offshore,20,68.031687507551,3.7635082814848273,1,1,1,0,0.13275041710401764,0
95,5,offshore,6,70.49224109662734,10.95905046591233,1,1,0,0,0.019347714857929542,0
96,1,offshore,18,68.06578005900695,9.114025824790273,1,1,0,0,0.029363478835581575,0
96,2,offshore,1,51.88838330496354,9.72748861406679,1,1,0,0,0.03570488208814555,0
96,3,offshore,14,56.67621517802826,5.1300647788630345,1,1,1,0,0.16362619194340547,0
96,4,offshore,14,83.98101278503381,15.078974038807903,1,1,0,0,0.011524453044348978,0
96,5,offshore,21,58.78387240573471,17.28378804761395,1,1,0,1,0.05775040384709399,0
97,1,offshore,19,73.23274846389533,14.935485421831217,1,1,1,0,0.06204344166183907,0
97,2,offshore,9,89.32437299844582,1.3097734715438074,1,1,0,0,0.017217280340925775,0
97,3,offshore,18,76.97575128464224,22.657678626656192,1,0,0,0,0.007320803228969988,0
97,4,offshore,18,61.901231750023584,13.085127556285268,1,1,0,0,0.029873021733004494,0
97,5,offshore,27,93.10756369667618,13.986731797092274,1,1,0,0,0.011469071295671316,0
98,1,offshore,23,85.44839847360664,7.800737653386837,1,1,0,0,0.018859644917282068,0
98,2,offshore,10,59.103227712119164,10.28096936905547,1,1,0,0,0.032300859526599716,0
98,3,offshore,20,71.34957021293307,1.1760196200683266,1,1,0,0,0.04051690686768352,0
98,4,offshore,21,52.19126817799684,3.3521844347377856,1,1,0,0,0.07249022107327649,0
98,5,offshore,14,70.44252785554201,11.837574078533802,1,1,1,1,0.14553085123456339,0
99,1,offshore,23,94.52774000229451,17.423541974208273,1,1,1,0,0.028165766319371968,0
99,2,offshore,25,52.493714979901,8.947515739939595,1,1,0,0,0.05873873956579533,0
99,3,offshore,16,93.05241952502074,15.384633401011975,1,1,0,0,0.008599369834837426,0
99,4,offshore,15,59.350253943276115,15.104728438901102,1,1,0,0,0.027806226460634676,0
99,5,offshore,19,94.6631579072887,6.7760923541716735,1,1,1,0,0.04406827494290018,1
100,1,offshore,22,58.76480739592516,20.451237213171183,1,1,0,0,0.0249887359033099,0
100,2,offshore,5,81.14227488678851,4.359697041322309,1,1,0,0,0.018170343842709477,0
100,3,offshore,16,84.60140200570257,24.857959711493812,1,1,0,0,0.007198036087630691,0
100,4,offshore,6,65.99477018138278,17.061256718196802,1,1,0,0,0.016691097387722804,0
100,5,offshore,25,58.946632742183134,8.56025217240219,1,1,0,0,0.047780161615547774,0
101,1,offshore,27,61.75230946298871,17.678874864233144,1,1,0,0,0.028573528279239795,0
101,2,offshore,5,91.0381812889835,2.4622893212972787,1,1,0,0,0.014130060350862518,0
101,3,offshore,6,51.07758193717176,15.035867471338982,1,1,1,0,0.1033629455518273,0
101,4,offshore,29,55.6418907155243,7.086706500632998,1,1,0,0,0.06254922075659212,0
101,5,offshore,29,86.45724904818661,11.31216072052355,1,1,0,1,0.03467931938938251,0
102,1,offshore,23,67.31296594283502,11.463884333694061,1,1,0,0,0.029624663901627837,0
102,2,offshore,10,73.31348741181552,6.135872288759526,1,0,0,0,0.016199649482647023,0
102,3,offshore,9,63.20906566063972,7.383944634223791,1,1,0,0,0.03169759305539363,0
102,4,offshore,29,91.92831814924287,24.926786017880072,1,0,0,0,0.00482555060286904,0
102,5,offshore,21,50.04182375914825,22.677367056272974,1,1,0,0,0.029737922839603435,0
103,1,offshore,7,64.0669111208735,10.856383192246788,1,1,0,1,0.05002856939454921,0
103,2,offshore,23,56.81170270684737,4.645268136079126,1,1,0,0,0.060164487970858084,0
103,3,offshore,23,72.700517375121,8.492553677659107,1,1,0,0,0.028463127763871107,0
103,4,offshore,15,91.4681026358338,20.489862664208296,1,1,0,0,0.0069024647193099324,0
103,5,offshore,4,66.95043981932581,9.141775868172072,1,1,0,0,0.02304389998987905,0
104,1,offshore,10,74.56655899890501,23.22892484522428,1,1,1,0,0.03267072678968269,0
104,2,offshore,25,52.41975402478925,17.06456762177796,1,0,0,0,0.026307011668743052,0
104,3,offshore,19,92.85740385794261,8.891742828366624,1,1,0,0,0.012719789417358357,0
104,4,offshore,9,94.39534013514847,15.348159684296439,1,1,0,0,0.0071456972335090276,0
104,5,offshore,1,71.39640718547301,21.378352479008225,1,1,0,0,0.01007405597348265,0
105,1,tanker,9,63.85433563734654,12.45280190603107,1,0,0,1,0.024051886551700923,0
105,2,tanker,16,81.36608747019348,9.71158816969292,0,0,1,0,0.03639250362411237,0
105,3,tanker,6,65.74082278134163,21.69991617763805,1,0,0,0,0.006631497677655787,0
105,4,tanker,29,56.266433185311676,1.2571671446886148,0,0,0,1,0.10516933445793533,0
105,5,tanker,22,70.81670961973188,1.7984313080646022,0,0,0,0,0.0265558185177494,0
106,1,offshore,25,76.79148665705927,10.963495695825898,1,1,0,0,0.02268895996873822,0
106,2,offshore,17,62.45914862714055,2.1055135283674584,1,1,1,0,0.16507656566674442,0
106,3,offshore,16,66.93867331343122,14.698275543017761,1,1,0,0,0.022197683483890708,0
106,4,offshore,2,57.551656804071285,3.8887258290396653,1,1,0,0,0.04000526215704726,0
106,5,offshore,18,53.28516168048323,18.85668592834424,1,1,0,0,0.03026343819694722,0
107,1,offshore,18,58.5443898093164,1.9349883123631413,1,1,0,0,0.058671390325338336,0
107,2,offshore,15,84.79325755664412,17.118105830534223,0,1,0,0,0.013251171623960672,0
107,3,offshore,6,61.18721980759879,13.921479502886985,1,1,1,0,0.07671740537321815,0
107,4,offshore,12,92.93190192851387,3.925108042753207,1,1,0,1,0.02847092267232075,0
107,5,offshore,15,58.3214133860215,11.275724152722876,1,1,0,0,0.03490812474515389,0
108,1,offshore,19,64.8570177642022,3.563216896056727,1,1,1,0,0.14687748625256972,0
108,2,offshore,14,91.21134125078025,18.230384582562444,0,1,0,0,0.00981428626294077,0
108,3,offshore,6,53.50354338239463,23.930756594513618,1,1,0,0,0.018330996611247617,0
108,4,offshore,1,87.63894153435378,13.059175594306373,1,1,0,0,0.00864891211138484,0
108,5,offshore,13,67.69943016733349,14.069327791712212,1,1,0,0,0.021006015173464194,0
109,1,offshore,9,79.0490460384735,4.738558253924084,1,1,0,0,0.020782488954441986,0
109,2,offshore,7,61.74133608425756,24.27078253370411,1,1,0,0,0.013780704503454219,0
109,3,offshore,26,54.89071427186114,24.550181857390644,1,1,0,0,0.02525618778768999,0
109,4,offshore,9,73.89992733518875,18.897223988914895,1,1,0,0,0.012260670545894478,0
109,5,offshore,6,66.01809980617882,4.564162759448339,1,1,0,0,0.031153096543643604,0
110,1,offshore,10,75.39779211525453,23.390959012677456,1,1,0,0,0.009480950778364654,0
110,2,offshore,26,58.107139147967864,3.6367147297787907,1,0,1,0,0.14290351357958242,0
110,3,offshore,10,82.63791879595499,9.64945696129867,1,1,0,0,0.01462825998241391,0
110,4,offshore,25,50.27211694327903,12.612645252743473,1,1,0,0,0.05285746352904114,0
110,5,offshore,11,60.809874494377354,11.650512138213882,1,1,0,0,0.028988061266817296,0
111,1,offshore,17,66.74370147333032,19.235767802281323,1,1,0,1,0.03659594117139985,0
111,2,offshore,15,72.46395260785994,6.197900455053781,1,1,1,0,0.0910694056221666,0
111,3,offshore,21,58.56516387927714,23.013294203796708,1,1,0,0,0.021699947322688706,0
111,4,offshore,26,66.34649082541146,20.054443202844432,1,1,1,0,0.07030943075422472,0
111,5,offshore,17,50.901045337948446,2.5001665962498594,1,1,0,0,0.07305483783396217,0
112,1,offshore,14,74.55631859658617,5.897545325118414,1,1,0,0,0.02536592814330871,0
112,2,offshore,11,77.5918359996358,20.33445325048572,1,1,0,1,0.02101672094706561,0
112,3,offshore,21,59.269101614463274,1.022641966423146,1,1,0,1,0.12802232005590736,0
112,4,offshore,20,88.56339866493076,23.529151248976838,1,1,0,0,0.007254186592689448,0
112,5,offshore,14,53.07983191591818,22.537535639718072,1,1,0,0,0.023408152987260317,0
113,1,tanker,16,76.27636801675109,5.967846429881396,0,0,1,0,0.05244107073118036,0
113,2,tanker,5,81.7971858047398,13.848346433479762,0,0,0,0,0.007045833534743176,0
113,3,tanker,8,91.78685966887872,18.729844230782327,1,0,0,0,0.003217880712437937,0
113,4,tanker,10,82.67381831677326,3.911271952132819,0,0,0,0,0.012411308592690974,0
113,5,tanker,22,90.42598738254495,14.984467517309987,1,0,0,0,0.005385027108800191,0
114,1,offshore,25,77.11111267057699,12.754860831717778,1,1,0,0,0.020514322360366464,0
114,2,offshore,29,67.34991039805912,13.160458980496067,1,1,1,0,0.10174660584984739,0
114,3,offshore,23,72.6067318987443,8.869215856438204,1,1,0,0,0.028023932288744967,0
114,4,offshore,17,78.05836378283695,2.5145528587731096,1,1,0,0,0.02821870070264673,0
114,5,offshore,1,69.31172713812448,2.7975002080476097,1,1,0,0,0.0274391223699941,0
115,1,offshore,10,75.95635638372151,3.8610506281737607,1,1,0,0,0.024685851707235928,0
115,2,offshore,21,61.29006424403471,3.4135055700026644,1,1,0,0,0.052558548195349795,0
115,3,offshore,8,54.798062852146906,9.803159695510441,1,1,0,0,0.03695367474889767,0
115,4,offshore,8,73.27442424620882,21.35635595871873,1,1,0,0,0.010862675342123722,0
115,5,offshore,2,52.530093268293754,12.65522316192017,1,1,1,0,0.10214985037408049,0
116,1,offshore,27,54.60651880624442,19.042498904391476,1,1,1,0,0.11379540870095355,0
116,2,offshore,7,91.96550189176824,14.815966071938071,1,1,0,0,0.007676505335603296,0
116,3,offshore,10,82.3655488569866,7.517210924259656,1,1,0,0,0.016429861836200012,0
116,4,offshore,15,58.282014742259605,19.154826111733882,1,0,0,0,0.015802109715496997,0
116,5,offshore,13,69.92732166729459,21.33446583910537,1,1,0,1,0.02720975989665629,0
117,1,offshore,10,51.54940888579915,11.699813195848389,1,1,0,0,0.03919445599857814,0
117,2,offshore,24,55.433598615350604,24.447173107038942,1,1,0,0,0.02393210043240751,0
117,3,offshore,21,64.94776349277797,17.81940203204177,1,1,0,1,0.04531388307270086,0
117,4,offshore,19,60.901572091314534,5.883711869327501,0,1,1,1,0.3883918149068103,0
117,5,offshore,5,69.55389334870229,21.868808123559514,1,1,0,1,0.022872346526680964,0
118,1,offshore,9,56.000501029236666,6.8210626379912975,1,1,0,1,0.0844943451700476,0
118,2,offshore,17,67.99923582321058,2.377404248518565,1,1,0,0,0.040403314058100576,0
118,3,offshore,17,62.70412253948241,15.04712388002347,1,1,0,1,0.05197458224508019,0
118,4,offshore,16,68.93314531558775,13.046689723164201,1,1,1,0,0.07464628123813907,0
118,5,offshore,12,71.39586227761042,19.166263824194594,1,1,0,0,0.014021430483795727,0
119,1,offshore,4,89.49872321881813,5.895870486625297,1,1,0,0,0.01231116337207673,0
119,2,offshore,18,87.77539553942978,16.619997317475637,1,1,0,0,0.010121041455918996,0
119,3,offshore,25,57.478324982438714,8.985507436249097,1,1,1,0,0.16348782664329234,0
119,4,offshore,10,61.46369183015235,9.445236024328155,1,1,0,0,0.0310085900259008,0
119,5,offshore,17,50.983102039379084,19.58765447487498,1,1,0,0,0.030999280168981687,0
120,1,offshore,1,55.03705601606551,15.628141384119598,1,1,0,0,0.023808704502551514,0
120,2,offshore,7,65.11173640886905,15.761674096352753,1,1,1,1,0.1253062573816323,0
120,3,offshore,24,71.25118245253213,8.783893099287198,1,1,1,0,0.0999599132559893,0
120,4,offshore,8,56.953437349573356,11.549510602549567,1,1,0,0,0.031403188791255095,0
120,5,offshore,23,67.6809201022202,7.209062737975228,1,1,0,0,0.03617867795407851,0
121,1,offshore,10,93.233583624711,13.900963447368312,1,1,0,0,0.00816234642520131,1
121,2,offshore,27,60.65218876301914,22.1827709804139,1,0,0,0,0.015891591347296157,0
121,3,offshore,4,74.47041816762861,17.67928319491542,1,1,0,1,0.023273758549409752,0
121,4,offshore,17,90.30768599818015,1.6946636018408094,1,1,0,0,0.01914904967279564,0
121,5,offshore,20,60.72303517488912,6.385191515195092,0,1,0,0,0.05815951371906107,0
122,1,offshore,14,53.582228464662755,17.966951643842144,1,1,0,0,0.028905436757629847,0
122,2,offshore,4,54.160228266668,11.989607083049714,1,1,0,0,0.03127024278205182,0
122,3,offshore,28,81.05554029569035,21.098790282003083,1,1,0,0,0.012501790255995482,0
122,4,offshore,29,52.32458107015885,2.1830678263459946,1,1,0,0,0.08976916572105666,0
122,5,offshore,6,84.37354250900964,13.337966098388447,1,1,0,0,0.010567497176243577,0
123,1,offshore,19,77.32959875568797,3.125880151279458,1,1,0,0,0.029222101246199634,0
123,2,offshore,14,86.66571503856464,11.017398976146406,1,1,0,1,0.025882972079543046,0
123,3,offshore,17,77.91056820325042,14.075226046626362,1,1,0,0,0.015912804339872126,0
123,4,offshore,27,72.91109358147196,4.343667577073113,1,1,1,0,0.1250462444864337,0
123,5,offshore,3,62.00575472452239,13.142219203513452,1,1,0,0,0.02198681385524797,0
124,1,offshore,3,78.6034399388018,24.83064317878977,1,1,0,0,0.00685585287791428,0
124,2,offshore,3,63.22625422272202,11.71183263967747,1,1,0,0,0.022629282404064997,0
